Year,Region,Model,Unit_Sold,Price_USD,Revenue,Sales_Classification
2013,Africa,X5,432,115764,50010048,Low
2015,Africa,i3,7044,32142,226408248,High
2019,Africa,X3,520,89509,46544680,Low
2017,South America,7 Series,7219,31055,224186045,High
2023,Middle East,M5,1790,88328,158107120,Low
2012,Asia,i8,4709,62007,291990963,Low
2014,North America,X3,6716,72992,490214272,Low
2016,Asia,i8,6679,91036,608029444,Low
2010,Africa,7 Series,3645,86469,315179505,Low
2024,Asia,7 Series,4719,110194,520005486,Low
2016,Europe,7 Series,3808,97306,370541248,Low
2022,Middle East,X3,5450,61198,333529100,Low
2021,Asia,3 Series,5695,98910,563292450,Low
2020,South America,X6,7068,76880,543387840,High
2017,South America,i8,5366,72475,388900850,Low
2017,Africa,X6,5916,58492,346038672,Low
2018,South America,5 Series,2421,101728,246283488,Low
2015,South America,i3,2050,80867,165777350,Low
2021,Middle East,M3,1574,55148,86802952,Low
2015,Europe,i8,8877,80912,718255824,High
2011,Africa,7 Series,6103,76769,468521207,Low
2012,Europe,5 Series,3852,101481,390904812,Low
2013,Asia,X1,4579,73740,337655460,Low
2013,South America,M3,4229,66041,279287389,Low
2017,Europe,i8,954,56287,53697798,Low
2023,Africa,5 Series,5995,87548,524850260,Low
2010,North America,3 Series,6996,59737,417920052,Low
2019,Asia,X3,8312,41121,341797752,High
2023,Middle East,M5,5528,37859,209284552,Low
2013,North America,X5,8717,47387,413072479,High
2020,South America,M3,8573,76610,656777530,High
2021,Asia,X3,9798,110037,1078142526,High
2022,Middle East,M3,8632,48375,417573000,High
2020,Europe,i3,7908,60397,477619476,High
2020,North America,M5,6754,101033,682376882,Low
2013,North America,M5,1769,37889,67025641,Low
2010,South America,X6,728,45457,33092696,Low
2012,Africa,X3,5853,80159,469170627,Low
2014,Africa,M3,3487,50029,174451123,Low
2015,Europe,5 Series,3935,48611,191284285,Low
2018,Africa,i8,1123,114475,128555425,Low
2018,Asia,3 Series,4886,80616,393889776,Low
2018,Africa,i8,8175,40478,330907650,High
2020,Middle East,7 Series,3964,83819,332258516,Low
2010,Asia,7 Series,1344,48706,65460864,Low
2021,Africa,X3,1394,115537,161058578,Low
2018,Asia,7 Series,7346,67169,493423474,High
2022,South America,X5,1757,107626,189098882,Low
2017,South America,X5,4424,40710,180101040,Low
2011,North America,7 Series,4056,118438,480384528,Low
2022,Middle East,X6,7579,110548,837843292,High
2020,Europe,X6,184,69367,12763528,Low
2010,North America,M5,5625,113622,639123750,Low
2010,South America,3 Series,4965,114538,568681170,Low
2021,Europe,3 Series,5036,31514,158704504,Low
2015,Europe,3 Series,3662,74246,271888852,Low
2018,Europe,5 Series,2363,64648,152763224,Low
2016,Africa,i8,7757,45676,354308732,High
2014,Middle East,X1,494,50576,24984544,Low
2020,South America,X6,1980,52629,104205420,Low
2011,Middle East,X1,4020,53194,213839880,Low
2010,Europe,M3,1947,53303,103780941,Low
2011,South America,5 Series,4094,65391,267710754,Low
2010,Africa,M3,7083,84166,596147778,High
2012,North America,3 Series,1257,114519,143950383,Low
2015,Africa,i3,6761,72137,487718257,Low
2022,South America,X6,1336,30702,41017872,Low
2017,Europe,7 Series,4450,45474,202359300,Low
2012,South America,M5,1113,85750,95439750,Low
2019,North America,X1,6522,38434,250666548,Low
2018,Europe,X3,6513,62947,409973811,Low
2019,South America,X6,1080,51633,55763640,Low
2014,Middle East,i3,3941,70617,278301597,Low
2016,Asia,X1,9375,62384,584850000,High
2017,Europe,X1,2940,109056,320624640,Low
2012,Europe,5 Series,1179,70636,83279844,Low
2011,Asia,3 Series,3151,50484,159075084,Low
2011,Africa,M5,3492,37382,130537944,Low
2014,Middle East,i3,6052,61321,371114692,Low
2024,Africa,X1,9975,110932,1106546700,High
2010,Europe,5 Series,6129,56436,345896244,Low
2024,Asia,X6,4891,50659,247773169,Low
2011,Africa,X1,1235,32277,39862095,Low
2022,Europe,7 Series,2701,49080,132565080,Low
2018,South America,3 Series,8622,79677,686975094,High
2016,Asia,i3,674,97679,65835646,Low
2024,Asia,7 Series,568,40674,23102832,Low
2024,North America,X3,9490,100633,955007170,High
2015,Asia,X1,4575,87327,399521025,Low
2018,Europe,7 Series,9136,85228,778643008,High
2016,South America,i8,5054,65907,333093978,Low
2023,North America,7 Series,954,111346,106224084,Low
2020,Middle East,X5,5788,31003,179445364,Low
2014,Asia,5 Series,6447,117593,758122071,Low
2024,South America,M5,385,81108,31226580,Low
2018,Asia,5 Series,7471,53510,399773210,High
2015,Africa,7 Series,5801,114934,666732134,Low
2015,South America,i3,8956,45745,409692220,High
2020,Middle East,i8,3068,71347,218892596,Low
2013,Asia,7 Series,2866,30457,87289762,Low
2022,Europe,M3,6241,65251,407231491,Low
2021,Asia,X6,8623,100351,865326673,High
2010,Europe,5 Series,2734,56252,153792968,Low
2014,North America,M5,9321,83394,777315474,High
2020,Africa,M5,4047,49858,201775326,Low
2018,South America,7 Series,3832,73051,279931432,Low
2022,Asia,X1,5674,67529,383159546,Low
2017,South America,3 Series,1253,113687,142449811,Low
2017,Africa,3 Series,2602,44740,116413480,Low
2014,Asia,M3,7002,38174,267294348,High
2021,South America,7 Series,775,108759,84288225,Low
2018,Europe,5 Series,8983,76350,685852050,High
2012,Europe,3 Series,1307,103334,135057538,Low
2012,South America,X5,8340,53909,449601060,High
2010,Asia,M3,7791,41373,322337043,High
2018,Europe,3 Series,5763,48745,280917435,Low
2015,Africa,M5,6376,45618,290860368,Low
2011,Africa,7 Series,8309,95388,792578892,High
2017,Africa,i8,9173,86624,794601952,High
2021,South America,i3,3881,107191,416008271,Low
2018,South America,X5,1984,77676,154109184,Low
2018,South America,3 Series,7177,113192,812378984,High
2011,Asia,X1,2719,110851,301403869,Low
2011,North America,X5,519,93874,48720606,Low
2022,North America,X1,5390,103557,558172230,Low
2016,Asia,M3,4311,47151,203267961,Low
2020,Middle East,X5,5757,92629,533265153,Low
2013,South America,M3,1272,116715,148461480,Low
2022,Africa,X1,2353,82406,193901318,Low
2010,Asia,i8,8350,92603,773235050,High
2017,Asia,i3,1056,42493,44872608,Low
2011,Middle East,X5,9374,80285,752591590,High
2023,North America,7 Series,3948,118849,469215852,Low
2012,Africa,i8,4165,45467,189370055,Low
2014,Africa,7 Series,3051,70542,215223642,Low
2023,Europe,M3,196,68336,13393856,Low
2012,Middle East,M5,1383,80741,111664803,Low
2016,North America,5 Series,2385,55170,131580450,Low
2016,South America,X5,7629,91240,696069960,High
2023,South America,i8,5269,51308,270341852,Low
2011,North America,X3,4591,108809,499542119,Low
2022,Europe,i8,8608,64263,553175904,High
2022,North America,X6,2930,31347,91846710,Low
2016,Asia,X5,8462,54801,463726062,High
2020,Europe,3 Series,6626,66217,438753842,Low
2015,Africa,i8,7154,44455,318031070,High
2019,Africa,3 Series,5871,93928,551451288,Low
2018,North America,M5,2393,43775,104753575,Low
2022,Asia,X3,283,116084,32851772,Low
2018,Europe,i3,4846,101120,490027520,Low
2011,Middle East,X6,1500,37128,55692000,Low
2016,Middle East,i3,1325,75755,100375375,Low
2014,Europe,7 Series,3388,42500,143990000,Low
2022,South America,M3,7649,118318,905014382,High
2015,North America,X5,4507,46580,209936060,Low
2010,Africa,X5,3040,65917,200387680,Low
2016,Africa,X1,7232,58701,424525632,High
2015,Africa,X3,861,118409,101950149,Low
2013,Asia,X1,6273,31815,199575495,Low
2010,North America,X5,5884,97811,575519924,Low
2018,Europe,5 Series,7768,102162,793594416,High
2013,Asia,X6,8879,112708,1000734332,High
2011,Africa,X1,6557,106676,699474532,Low
2017,Middle East,X1,477,81419,38836863,Low
2011,Europe,i8,2691,45185,121592835,Low
2014,South America,X5,5266,70014,368693724,Low
2020,Europe,i3,3108,47528,147717024,Low
2015,Europe,i3,8674,38310,332300940,High
2020,Africa,M5,3294,90318,297507492,Low
2022,Africa,X1,4061,92887,377214107,Low
2017,Africa,5 Series,8890,49972,444251080,High
2020,North America,X1,7727,102649,793168823,High
2010,Africa,5 Series,5598,55189,308948022,Low
2010,Africa,i3,9992,51456,514148352,High
2021,South America,X1,794,31712,25179328,Low
2013,South America,3 Series,4312,71308,307480096,Low
2014,Asia,X3,5730,87263,500016990,Low
2022,Middle East,i3,3615,38622,139618530,Low
2024,South America,5 Series,7983,38181,304798923,High
2022,Africa,5 Series,5994,47260,283276440,Low
2018,Asia,M3,4186,75441,315796026,Low
2020,Asia,3 Series,2354,78445,184659530,Low
2023,Africa,7 Series,5268,112958,595062744,Low
2016,Asia,5 Series,5577,117499,655291923,Low
2016,Africa,i8,5746,91148,523736408,Low
2017,Asia,i8,4617,68111,314468487,Low
2024,Asia,M3,3158,33290,105129820,Low
2014,Europe,X6,5680,73199,415770320,Low
2014,Asia,X5,3891,60138,233996958,Low
2010,Africa,5 Series,850,115964,98569400,Low
2023,Asia,i3,4852,119769,581119188,Low
2018,South America,3 Series,9103,47525,432620075,High
2015,Africa,7 Series,7363,33434,246174542,High
2018,Asia,5 Series,922,46171,42569662,Low
2012,North America,X3,3848,98980,380875040,Low
2014,Middle East,X3,5357,97876,524321732,Low
2011,Asia,i8,2318,86373,200212614,Low
2019,Africa,X1,4189,118478,496304342,Low
2014,Europe,i3,8812,73089,644060268,High
2024,North America,M3,468,92137,43120116,Low
2022,Africa,i8,9690,72313,700712970,High
2022,North America,7 Series,2073,56079,116251767,Low
2022,Europe,X3,3817,63424,242089408,Low
2024,South America,i8,1128,92336,104155008,Low
2023,South America,M3,1429,97908,139910532,Low
2017,Europe,i8,2867,115753,331863851,Low
2020,Europe,X1,3040,99314,301914560,Low
2011,Middle East,X1,6927,112140,776793780,Low
2017,Europe,7 Series,7996,92330,738270680,High
2013,Asia,7 Series,5602,97741,547545082,Low
2019,North America,X5,8244,40823,336544812,High
2019,Asia,M5,9443,70290,663748470,High
2024,Middle East,X1,5338,83064,443395632,Low
2010,South America,M3,9904,85904,850793216,High
2022,Asia,X5,1535,45107,69239245,Low
2014,Middle East,i8,4575,102285,467953875,Low
2022,Africa,5 Series,8821,113342,999789782,High
2010,Europe,i8,2817,47733,134463861,Low
2016,North America,i3,7838,119321,935237998,High
2017,Africa,i8,2026,38226,77445876,Low
2012,Africa,X5,4979,92284,459482036,Low
2012,North America,X3,333,100524,33474492,Low
2016,Europe,X5,8322,51852,431512344,High
2013,Asia,7 Series,8486,30825,261580950,High
2012,Asia,M5,3487,60122,209645414,Low
2024,Asia,i8,6584,67292,443050528,Low
2017,North America,i8,2340,50164,117383760,Low
2012,Europe,X1,5687,113652,646338924,Low
2022,Middle East,M3,3733,89450,333916850,Low
2023,South America,7 Series,1045,117857,123160565,Low
2016,Asia,i3,5574,40498,225735852,Low
2011,Asia,M3,781,118127,92257187,Low
2020,Middle East,M3,2248,76918,172911664,Low
2020,North America,i8,2554,81973,209359042,Low
2010,North America,7 Series,4899,38886,190502514,Low
2021,Middle East,X6,936,97777,91519272,Low
2015,Middle East,3 Series,4560,68585,312747600,Low
2017,Middle East,X3,5743,49073,281826239,Low
2010,Asia,7 Series,4947,51278,253672266,Low
2022,South America,5 Series,9451,112506,1063294206,High
2019,Europe,X1,8490,104321,885685290,High
2021,Middle East,X3,3962,40854,161863548,Low
2018,Middle East,X6,1666,41702,69475532,Low
2024,Africa,X5,5280,81520,430425600,Low
2012,Europe,X1,6711,90385,606573735,Low
2012,Africa,i8,3212,64984,208728608,Low
2013,North America,X3,4451,67230,299240730,Low
2020,Asia,i8,9447,32142,303645474,High
2024,Middle East,M5,955,104929,100207195,Low
2010,Africa,X3,7607,111853,850865771,High
2018,Europe,3 Series,5809,62353,362208577,Low
2020,South America,i8,6962,119651,833010262,Low
2012,North America,X1,7335,103181,756832635,High
2022,Asia,5 Series,9922,64722,642171684,High
2019,South America,i8,6008,49107,295034856,Low
2013,Europe,7 Series,5492,33712,185146304,Low
2010,Africa,X1,5839,90606,529048434,Low
2013,South America,X1,8602,48123,413954046,High
2022,Middle East,M3,4886,87053,425340958,Low
2010,South America,7 Series,8437,71992,607396504,High
2014,Africa,M3,5995,100098,600087510,Low
2014,Middle East,M3,8609,105868,911417612,High
2023,Asia,3 Series,3076,82392,253437792,Low
2020,Africa,X1,3063,113479,347586177,Low
2016,Asia,X3,1838,80815,148537970,Low
2023,South America,5 Series,3261,78507,256011327,Low
2017,Middle East,7 Series,7906,36762,290640372,High
2013,Africa,M5,1125,50309,56597625,Low
2016,South America,3 Series,4363,93803,409262489,Low
2013,North America,5 Series,9222,56055,516939210,High
2012,Europe,i3,6319,69292,437856148,Low
2024,Middle East,i3,3627,61757,223992639,Low
2015,Asia,7 Series,2293,88956,203976108,Low
2013,Asia,X1,6556,90966,596373096,Low
2023,Asia,X3,1547,82504,127633688,Low
2012,Middle East,X5,8081,91595,740179195,High
2024,Middle East,X5,2211,32636,72158196,Low
2024,South America,X1,2004,83783,167901132,Low
2018,Middle East,X6,9310,52055,484632050,High
2014,North America,7 Series,9928,76011,754637208,High
2022,South America,X1,3690,112485,415069650,Low
2023,Africa,M3,8817,75655,667050135,High
2016,Africa,i3,4212,43316,182446992,Low
2021,Africa,3 Series,5844,93084,543982896,Low
2023,Middle East,5 Series,5755,86510,497865050,Low
2015,South America,X1,4459,45559,203147581,Low
2019,Europe,X3,5107,70013,357556391,Low
2024,North America,7 Series,4590,46768,214665120,Low
2014,Europe,M3,1032,36523,37691736,Low
2016,Middle East,X5,2372,35572,84376784,Low
2020,Asia,M5,1663,109323,181804149,Low
2015,South America,5 Series,9763,45536,444567968,High
2019,North America,M5,7786,109961,856156346,High
2011,Africa,X1,2652,84289,223534428,Low
2022,South America,7 Series,722,108358,78234476,Low
2022,Middle East,M5,4536,115097,522079992,Low
2022,Middle East,X6,6222,117594,731669868,Low
2012,South America,X6,1112,116471,129515752,Low
2011,Middle East,5 Series,8263,50405,416496515,High
2021,Middle East,i3,5140,107234,551182760,Low
2012,Europe,X1,6358,82339,523511362,Low
2010,Asia,i3,4505,48839,220019695,Low
2017,Asia,X3,6330,38021,240672930,Low
2015,Asia,i3,1626,75105,122120730,Low
2022,Africa,7 Series,3785,77140,291974900,Low
2011,South America,3 Series,4319,86944,375511136,Low
2017,Africa,X1,6117,30696,187767432,Low
2015,Europe,3 Series,7536,70093,528220848,High
2016,Africa,i3,3347,87748,293692556,Low
2020,Middle East,5 Series,7183,84670,608184610,High
2010,Africa,7 Series,7602,80520,612113040,High
2016,North America,X3,8617,114950,990524150,High
2012,Europe,i8,856,46498,39802288,Low
2020,South America,X3,6879,39262,270083298,Low
2021,North America,3 Series,4122,34521,142295562,Low
2017,Africa,X3,7550,71962,543313100,High
2015,Asia,i8,4020,46474,186825480,Low
2013,North America,3 Series,8299,118532,983697068,High
2020,Middle East,7 Series,2649,34566,91565334,Low
2017,Africa,X5,9610,61601,591985610,High
2018,Asia,M3,5367,39317,211014339,Low
2019,South America,i8,2562,41464,106230768,Low
2011,Europe,M5,1455,105544,153566520,Low
2024,Europe,X6,9152,73928,676589056,High
2015,Asia,3 Series,6395,39005,249436975,Low
2014,Europe,7 Series,3426,96386,330218436,Low
2014,Asia,X6,1122,62485,70108170,Low
2019,South America,X3,8717,109552,954964784,High
2020,Europe,7 Series,9631,31471,303097201,High
2012,South America,7 Series,4856,63987,310720872,Low
2021,Middle East,5 Series,3523,76608,269889984,Low
2017,North America,5 Series,7542,69919,527329098,High
2023,Asia,X6,8538,112252,958407576,High
2017,Europe,X3,7881,94910,747985710,High
2021,Middle East,X6,224,30322,6792128,Low
2014,North America,i3,4929,76136,375274344,Low
2017,South America,7 Series,9557,87865,839725805,High
2019,Middle East,X1,8383,68151,571309833,High
2024,South America,M3,3733,105711,394619163,Low
2017,North America,X1,6858,40511,277824438,Low
2012,Africa,5 Series,1693,63607,107686651,Low
2011,Middle East,7 Series,6439,117494,756543866,Low
2018,South America,X6,7461,96179,717591519,High
2011,Africa,X6,3616,112647,407331552,Low
2018,Europe,X6,4619,109251,504630369,Low
2013,Middle East,M5,6510,116943,761298930,Low
2021,North America,i8,4345,82689,359283705,Low
2022,North America,X5,3957,103776,410641632,Low
2011,North America,3 Series,4779,45215,216082485,Low
2019,Europe,3 Series,7280,110472,804236160,High
2010,North America,i8,3472,82353,285929616,Low
2013,South America,X1,1649,56209,92688641,Low
2018,Europe,X1,3638,49131,178738578,Low
2021,Asia,X6,4486,107311,481397146,Low
2018,Middle East,X5,3567,67629,241232643,Low
2013,Europe,X1,7028,67826,476681128,High
2018,Europe,X6,4746,48900,232079400,Low
2024,North America,X3,9122,84831,773828382,High
2021,Middle East,5 Series,181,33777,6113637,Low
2015,South America,5 Series,8520,31967,272358840,High
2010,South America,X3,3584,93743,335974912,Low
2019,North America,7 Series,6072,78997,479669784,Low
2022,Europe,5 Series,5350,112011,599258850,Low
2023,Africa,M5,1484,57152,84813568,Low
2015,North America,i3,3159,74946,236754414,Low
2018,Africa,X1,2249,41974,94399526,Low
2022,Middle East,5 Series,9847,52445,516425915,High
2011,Middle East,X3,291,97621,28407711,Low
2015,Asia,i3,4704,115465,543147360,Low
2011,Africa,5 Series,7756,56939,441618884,High
2013,North America,5 Series,729,48487,35347023,Low
2024,Africa,X5,7892,81566,643718872,High
2017,Middle East,3 Series,6214,85942,534043588,Low
2022,Middle East,7 Series,4269,43233,184561677,Low
2016,South America,5 Series,8720,46038,401451360,High
2020,South America,7 Series,7869,82697,650742693,High
2021,Asia,M5,3785,104786,396615010,Low
