Model,Category,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM
i8,Hybrid Sports Car,Hybrid,Automatic,2.9,2979
X5,SUV,Hybrid,Automatic,3.5,31156
7 Series,Sedan,Hybrid,Automatic,2.2,45496
X5,SUV,Petrol,Manual,2.9,93314
M3,Performance Sedan,Diesel,Manual,3.9,78365
i3,Electric Hatchback,Electric,Automatic,2.9,2916
3 Series,Sedan,Electric,Automatic,4.7,4111
X6,SUV-Coupe,Electric,Automatic,3.7,77298
M5,Performance Sedan,Hybrid,Automatic,2,193326
7 Series,Sedan,Petrol,Automatic,3.2,111004
X6,SUV-Coupe,Diesel,Automatic,4.2,98970
X3,SUV,Petrol,Manual,3.8,163500
5 Series,Sedan,Hybrid,Manual,4.6,55653
i3,Electric Hatchback,Diesel,Manual,4.1,153278
i3,Electric Hatchback,Electric,Automatic,1.7,157201
i3,Electric Hatchback,Hybrid,Manual,1.9,76839
5 Series,Sedan,Petrol,Automatic,3.8,123716
X1,SUV,Diesel,Manual,2.3,178313
X5,SUV,Diesel,Automatic,3.6,135253
i8,Hybrid Sports Car,Electric,Automatic,4.3,136936
M3,Performance Sedan,Electric,Automatic,3.5,64056
5 Series,Sedan,Hybrid,Manual,3,191968
i8,Hybrid Sports Car,Hybrid,Manual,3.8,139403
M5,Performance Sedan,Petrol,Automatic,2,83664
M3,Performance Sedan,Diesel,Automatic,4,77371
M3,Performance Sedan,Hybrid,Automatic,3.9,33121
X5,SUV,Hybrid,Manual,3.3,169144
3 Series,Sedan,Petrol,Manual,2.5,15540
X6,SUV-Coupe,Petrol,Manual,4.3,46606
X1,SUV,Hybrid,Automatic,3.3,194760
X5,SUV,Petrol,Automatic,1.7,89999
i3,Electric Hatchback,Electric,Automatic,4.7,17479
i8,Hybrid Sports Car,Hybrid,Manual,4.2,132029
i8,Hybrid Sports Car,Hybrid,Automatic,3.5,177878
5 Series,Sedan,Electric,Automatic,3,111595
M5,Performance Sedan,Diesel,Automatic,4.9,63110
M5,Performance Sedan,Petrol,Automatic,4.2,87134
i8,Hybrid Sports Car,Electric,Manual,3.4,61385
M5,Performance Sedan,Petrol,Manual,3.8,125582
X1,SUV,Petrol,Manual,2.5,168454
X1,SUV,Hybrid,Automatic,2.2,67817
X6,SUV-Coupe,Diesel,Manual,2.5,91384
3 Series,Sedan,Electric,Automatic,2.5,102452
3 Series,Sedan,Hybrid,Automatic,4.1,24725
i8,Hybrid Sports Car,Electric,Automatic,2,133478
5 Series,Sedan,Petrol,Manual,4.2,80980
M3,Performance Sedan,Hybrid,Manual,3.3,182676
X6,SUV-Coupe,Petrol,Automatic,2.8,49497
M5,Performance Sedan,Petrol,Automatic,2.6,113653
3 Series,Sedan,Electric,Manual,3.3,9545
3 Series,Sedan,Electric,Manual,2.6,69976
X6,SUV-Coupe,Diesel,Manual,3,13757
5 Series,Sedan,Diesel,Manual,4.1,75315
M3,Performance Sedan,Petrol,Automatic,3.7,87631
5 Series,Sedan,Petrol,Manual,4.1,94948
X3,SUV,Electric,Automatic,4,168131
X6,SUV-Coupe,Diesel,Manual,4.4,111356
3 Series,Sedan,Hybrid,Manual,2.2,176123
M3,Performance Sedan,Diesel,Automatic,5,147985
i8,Hybrid Sports Car,Electric,Automatic,3.2,163876
i3,Electric Hatchback,Hybrid,Manual,4,21066
X6,SUV-Coupe,Petrol,Manual,3.9,23500
X3,SUV,Diesel,Automatic,3.5,120069
7 Series,Sedan,Diesel,Automatic,5,36896
X5,SUV,Hybrid,Automatic,2.3,65428
M5,Performance Sedan,Electric,Automatic,3,83550
X5,SUV,Hybrid,Manual,1.9,143491
i3,Electric Hatchback,Petrol,Manual,2.1,54487
X6,SUV-Coupe,Hybrid,Automatic,4,155082
M5,Performance Sedan,Electric,Manual,1.5,152791
7 Series,Sedan,Petrol,Automatic,4.6,70027
X5,SUV,Hybrid,Automatic,3.7,78525
M5,Performance Sedan,Hybrid,Manual,3,55966
7 Series,Sedan,Hybrid,Manual,2.7,64707
i3,Electric Hatchback,Petrol,Manual,1.9,130407
X3,SUV,Hybrid,Manual,4.7,1835
7 Series,Sedan,Petrol,Automatic,4,169235
7 Series,Sedan,Diesel,Automatic,2.7,182789
X5,SUV,Hybrid,Automatic,1.7,10540
3 Series,Sedan,Hybrid,Manual,2.6,83652
X3,SUV,Petrol,Manual,2.1,16464
3 Series,Sedan,Diesel,Manual,4.3,20586
X1,SUV,Hybrid,Manual,4,125275
M3,Performance Sedan,Hybrid,Automatic,3.2,180665
M3,Performance Sedan,Electric,Manual,4.6,86056
7 Series,Sedan,Electric,Automatic,2.1,81699
X3,SUV,Electric,Manual,3.1,132017
7 Series,Sedan,Diesel,Manual,4,189282
i3,Electric Hatchback,Petrol,Automatic,1.7,184268
X6,SUV-Coupe,Hybrid,Automatic,2.8,128916
M3,Performance Sedan,Electric,Manual,3.5,113148
X5,SUV,Diesel,Automatic,2.8,50350
X5,SUV,Electric,Automatic,3.2,108272
3 Series,Sedan,Hybrid,Manual,3.6,78963
X6,SUV-Coupe,Electric,Manual,2.8,109011
3 Series,Sedan,Electric,Automatic,1.9,188063
i8,Hybrid Sports Car,Electric,Manual,2,94326
X6,SUV-Coupe,Electric,Automatic,3.3,73349
i3,Electric Hatchback,Hybrid,Automatic,2.1,8781
i3,Electric Hatchback,Petrol,Manual,4.6,188577
M3,Performance Sedan,Hybrid,Automatic,4.4,87971
3 Series,Sedan,Electric,Manual,2.7,90827
M3,Performance Sedan,Hybrid,Manual,4.4,127009
X1,SUV,Electric,Manual,3.4,7595
M3,Performance Sedan,Electric,Manual,2.1,100642
7 Series,Sedan,Hybrid,Manual,3.6,145338
5 Series,Sedan,Diesel,Automatic,3.9,2794
X3,SUV,Electric,Manual,1.8,66873
i8,Hybrid Sports Car,Electric,Manual,2.6,97269
i3,Electric Hatchback,Diesel,Automatic,1.5,152346
3 Series,Sedan,Petrol,Manual,2.6,162728
M3,Performance Sedan,Electric,Automatic,2.7,188445
X6,SUV-Coupe,Hybrid,Manual,3.7,66976
7 Series,Sedan,Hybrid,Manual,2.2,72419
7 Series,Sedan,Petrol,Manual,1.6,18783
i3,Electric Hatchback,Electric,Automatic,2.6,8653
M5,Performance Sedan,Electric,Automatic,4.4,19503
5 Series,Sedan,Diesel,Manual,2.9,26471
5 Series,Sedan,Petrol,Automatic,3,171820
5 Series,Sedan,Hybrid,Automatic,3.1,109907
X1,SUV,Electric,Automatic,4.1,140798
X3,SUV,Electric,Manual,3.2,169781
3 Series,Sedan,Electric,Manual,1.8,55258
7 Series,Sedan,Electric,Manual,2.2,70398
X5,SUV,Electric,Automatic,2.2,69472
X5,SUV,Hybrid,Automatic,3.3,93660
i3,Electric Hatchback,Hybrid,Automatic,1.6,196131
M5,Performance Sedan,Electric,Automatic,2.5,76678
7 Series,Sedan,Petrol,Manual,3.6,143128
X3,SUV,Petrol,Manual,2.7,177802
X3,SUV,Electric,Manual,4,184066
7 Series,Sedan,Electric,Manual,2.9,5828
X5,SUV,Electric,Manual,4.9,137142
X5,SUV,Electric,Automatic,4.9,28394
M3,Performance Sedan,Diesel,Manual,4.3,26592
i8,Hybrid Sports Car,Petrol,Manual,4.8,26923
X1,SUV,Hybrid,Automatic,2.2,86856
X3,SUV,Diesel,Automatic,4.1,46255
X1,SUV,Diesel,Manual,2.6,51786
X3,SUV,Petrol,Manual,4,60280
i8,Hybrid Sports Car,Hybrid,Automatic,2.8,139010
5 Series,Sedan,Hybrid,Automatic,2.5,46663
5 Series,Sedan,Hybrid,Manual,4.9,19441
7 Series,Sedan,Petrol,Automatic,2.2,127331
M5,Performance Sedan,Diesel,Automatic,4.2,58952
5 Series,Sedan,Petrol,Automatic,3.9,197219
M5,Performance Sedan,Petrol,Manual,2.6,16864
i8,Hybrid Sports Car,Hybrid,Automatic,3.1,171222
7 Series,Sedan,Hybrid,Manual,2,187434
X6,SUV-Coupe,Diesel,Automatic,4.7,71295
X3,SUV,Hybrid,Manual,4.9,91321
X5,SUV,Petrol,Automatic,4.1,79288
X6,SUV-Coupe,Electric,Manual,4.5,111465
X5,SUV,Hybrid,Automatic,1.8,126712
i8,Hybrid Sports Car,Diesel,Automatic,2.8,144881
M5,Performance Sedan,Petrol,Manual,2.7,64527
5 Series,Sedan,Diesel,Manual,3.5,107835
M3,Performance Sedan,Petrol,Manual,2.1,47158
X6,SUV-Coupe,Diesel,Automatic,3.5,175175
M3,Performance Sedan,Hybrid,Automatic,3.8,73002
X6,SUV-Coupe,Petrol,Automatic,2,118826
X3,SUV,Electric,Manual,2,87127
X1,SUV,Electric,Automatic,1.6,153052
3 Series,Sedan,Diesel,Manual,4.2,150508
7 Series,Sedan,Electric,Automatic,2.7,141497
5 Series,Sedan,Hybrid,Manual,2.3,101313
M3,Performance Sedan,Electric,Automatic,4.2,101280
X1,SUV,Hybrid,Manual,2,7369
i3,Electric Hatchback,Petrol,Manual,3,76239
X3,SUV,Diesel,Automatic,4.1,40096
3 Series,Sedan,Petrol,Automatic,3.5,46702
X3,SUV,Electric,Manual,3.4,4236
M3,Performance Sedan,Electric,Automatic,2.1,182148
3 Series,Sedan,Electric,Manual,2.1,46343
i3,Electric Hatchback,Hybrid,Manual,3.5,52138
i8,Hybrid Sports Car,Petrol,Automatic,1.6,148927
M3,Performance Sedan,Diesel,Manual,4.5,104302
X6,SUV-Coupe,Petrol,Manual,2.7,64862
X6,SUV-Coupe,Petrol,Manual,3,47864
i8,Hybrid Sports Car,Electric,Automatic,2.4,191991
i8,Hybrid Sports Car,Petrol,Automatic,4.6,39188
X5,SUV,Hybrid,Manual,3.7,89398
X1,SUV,Electric,Manual,3.1,161260
X3,SUV,Diesel,Manual,3.5,163786
5 Series,Sedan,Hybrid,Manual,2.8,77886
X1,SUV,Petrol,Manual,3.1,195415
X3,SUV,Electric,Automatic,2.8,38747
X3,SUV,Electric,Manual,2.9,148555
X3,SUV,Petrol,Manual,2.6,188716
X1,SUV,Electric,Manual,1.8,67134
X3,SUV,Electric,Automatic,1.6,178092
X6,SUV-Coupe,Hybrid,Manual,2.1,53792
X5,SUV,Hybrid,Automatic,2.4,117518
5 Series,Sedan,Electric,Automatic,4.6,34459
5 Series,Sedan,Diesel,Automatic,3.6,137146
X6,SUV-Coupe,Hybrid,Manual,4.9,89371
7 Series,Sedan,Petrol,Manual,2.7,74791
M3,Performance Sedan,Hybrid,Manual,2.9,48104
X1,SUV,Hybrid,Automatic,4,37195
X5,SUV,Diesel,Automatic,3.5,79702
X3,SUV,Diesel,Automatic,3.3,156573
M5,Performance Sedan,Petrol,Manual,3.5,136535
X1,SUV,Electric,Automatic,3.5,94057
X1,SUV,Petrol,Automatic,4.2,183820
X5,SUV,Electric,Automatic,3.8,20563
X3,SUV,Diesel,Manual,4.9,151826
i3,Electric Hatchback,Hybrid,Manual,4.8,125887
i8,Hybrid Sports Car,Petrol,Automatic,3,13187
7 Series,Sedan,Diesel,Automatic,1.6,8217
i8,Hybrid Sports Car,Electric,Manual,1.5,170257
X1,SUV,Petrol,Manual,1.9,170154
X3,SUV,Hybrid,Manual,1.8,118206
X6,SUV-Coupe,Hybrid,Manual,2.8,145191
7 Series,Sedan,Petrol,Automatic,1.7,13334
X1,SUV,Hybrid,Manual,3.7,3402
i3,Electric Hatchback,Petrol,Automatic,2.2,76602
3 Series,Sedan,Electric,Manual,3.3,95621
3 Series,Sedan,Hybrid,Automatic,1.9,103658
M5,Performance Sedan,Petrol,Automatic,4.4,27620
i8,Hybrid Sports Car,Electric,Automatic,4.2,62563
M5,Performance Sedan,Petrol,Manual,2.9,64263
7 Series,Sedan,Diesel,Manual,4.7,19799
i8,Hybrid Sports Car,Petrol,Automatic,2.1,38378
X1,SUV,Diesel,Automatic,4.3,72969
7 Series,Sedan,Hybrid,Manual,3.4,10218
3 Series,Sedan,Diesel,Automatic,2.7,151186
X3,SUV,Hybrid,Manual,1.8,30871
i8,Hybrid Sports Car,Diesel,Automatic,2.1,111732
M5,Performance Sedan,Hybrid,Automatic,4.5,119456
3 Series,Sedan,Hybrid,Manual,3.6,146279
X6,SUV-Coupe,Petrol,Automatic,2.3,183684
X5,SUV,Petrol,Manual,3.2,22116
3 Series,Sedan,Petrol,Manual,1.9,73902
7 Series,Sedan,Petrol,Manual,1.8,95350
5 Series,Sedan,Electric,Automatic,4.7,166973
M3,Performance Sedan,Petrol,Automatic,3.1,44876
X5,SUV,Hybrid,Manual,2.8,54281
M3,Performance Sedan,Diesel,Automatic,4.8,166055
3 Series,Sedan,Electric,Manual,2.9,37901
3 Series,Sedan,Hybrid,Automatic,2.7,197308
5 Series,Sedan,Petrol,Automatic,2.5,21194
i3,Electric Hatchback,Petrol,Automatic,3.5,4863
3 Series,Sedan,Diesel,Manual,3.5,97965
5 Series,Sedan,Diesel,Manual,1.6,165897
3 Series,Sedan,Petrol,Manual,3.8,62830
3 Series,Sedan,Hybrid,Manual,4.3,54317
7 Series,Sedan,Petrol,Manual,3.7,158440
X1,SUV,Electric,Manual,4.5,149853
M3,Performance Sedan,Diesel,Manual,2.5,7915
7 Series,Sedan,Hybrid,Manual,2.2,68749
M3,Performance Sedan,Diesel,Automatic,3.9,98077
X6,SUV-Coupe,Diesel,Automatic,2.2,132611
M3,Performance Sedan,Petrol,Manual,1.8,55078
7 Series,Sedan,Hybrid,Manual,1.8,134018
X3,SUV,Diesel,Manual,4.2,174903
M5,Performance Sedan,Petrol,Automatic,1.6,189204
3 Series,Sedan,Petrol,Manual,2.5,148117
X6,SUV-Coupe,Diesel,Manual,2,136259
3 Series,Sedan,Diesel,Automatic,4.1,193302
7 Series,Sedan,Electric,Automatic,3.3,9464
M5,Performance Sedan,Hybrid,Automatic,2.2,159107
X5,SUV,Petrol,Manual,4.1,190462
M3,Performance Sedan,Electric,Manual,4.1,7237
3 Series,Sedan,Hybrid,Automatic,3.3,18853
i3,Electric Hatchback,Electric,Automatic,2.5,100794
M5,Performance Sedan,Diesel,Automatic,3.6,141881
7 Series,Sedan,Diesel,Manual,4.8,132832
X6,SUV-Coupe,Petrol,Automatic,1.7,20900
X3,SUV,Diesel,Manual,2.4,150497
X3,SUV,Hybrid,Manual,2.5,180185
i3,Electric Hatchback,Electric,Automatic,3.7,22804
X1,SUV,Electric,Manual,3.8,169680
7 Series,Sedan,Petrol,Automatic,2.2,115310
i8,Hybrid Sports Car,Diesel,Automatic,2.3,99453
X5,SUV,Hybrid,Automatic,4.7,58359
3 Series,Sedan,Petrol,Automatic,4.1,162299
M5,Performance Sedan,Petrol,Manual,4.8,48495
i8,Hybrid Sports Car,Hybrid,Automatic,4.4,138311
X6,SUV-Coupe,Petrol,Automatic,2.9,143430
X6,SUV-Coupe,Electric,Manual,1.9,30912
7 Series,Sedan,Hybrid,Automatic,3.7,74242
M5,Performance Sedan,Electric,Manual,2.7,109045
3 Series,Sedan,Petrol,Manual,3,9765
3 Series,Sedan,Electric,Manual,3,53093
3 Series,Sedan,Hybrid,Manual,4.8,166174
i3,Electric Hatchback,Diesel,Manual,1.7,34119
X1,SUV,Electric,Manual,2.2,16408
X1,SUV,Diesel,Automatic,3.6,170779
M5,Performance Sedan,Diesel,Automatic,4.6,29174
X6,SUV-Coupe,Electric,Automatic,4.7,131544
X1,SUV,Petrol,Manual,3.5,45308
i3,Electric Hatchback,Hybrid,Automatic,1.6,85327
3 Series,Sedan,Hybrid,Manual,2.8,56441
i8,Hybrid Sports Car,Diesel,Automatic,4.7,112572
i8,Hybrid Sports Car,Hybrid,Manual,3.2,184706
7 Series,Sedan,Diesel,Automatic,4,95082
i8,Hybrid Sports Car,Hybrid,Manual,2.4,9263
M5,Performance Sedan,Hybrid,Manual,1.6,119652
M3,Performance Sedan,Diesel,Automatic,3.5,149133
M3,Performance Sedan,Diesel,Automatic,4.4,41129
7 Series,Sedan,Hybrid,Automatic,5,74358
X1,SUV,Diesel,Manual,4.5,128688
i3,Electric Hatchback,Hybrid,Manual,3.4,65191
i8,Hybrid Sports Car,Diesel,Manual,3.6,119745
7 Series,Sedan,Hybrid,Automatic,4.4,69372
3 Series,Sedan,Electric,Automatic,1.6,96170
X6,SUV-Coupe,Petrol,Automatic,4.8,163006
X5,SUV,Electric,Manual,3.4,53478
7 Series,Sedan,Diesel,Manual,4.8,4042
5 Series,Sedan,Petrol,Automatic,4.2,115034
5 Series,Sedan,Petrol,Manual,2,12949
M3,Performance Sedan,Petrol,Manual,2.1,15693
X1,SUV,Diesel,Manual,2.7,11574
i8,Hybrid Sports Car,Electric,Manual,2.4,77624
X3,SUV,Petrol,Automatic,3,165303
7 Series,Sedan,Diesel,Automatic,3.6,87974
X3,SUV,Petrol,Manual,3,117121
i3,Electric Hatchback,Diesel,Manual,1.7,135325
X6,SUV-Coupe,Hybrid,Manual,4.9,140572
M5,Performance Sedan,Electric,Manual,3,141926
M5,Performance Sedan,Hybrid,Manual,4.5,2938
M3,Performance Sedan,Electric,Automatic,1.8,83953
X1,SUV,Diesel,Automatic,4.3,55807
i8,Hybrid Sports Car,Electric,Automatic,2.1,11603
X1,SUV,Diesel,Manual,3.9,180831
i8,Hybrid Sports Car,Diesel,Manual,3.8,190917
M3,Performance Sedan,Petrol,Automatic,4.7,194002
5 Series,Sedan,Electric,Manual,2.6,164687
X1,SUV,Electric,Manual,1.9,107469
M3,Performance Sedan,Diesel,Manual,4.5,77833
i8,Hybrid Sports Car,Electric,Manual,2.7,27020
X3,SUV,Electric,Manual,2.3,16735
X6,SUV-Coupe,Diesel,Automatic,3.2,24797
X3,SUV,Hybrid,Automatic,2,94405
X3,SUV,Hybrid,Manual,2.5,45516
i8,Hybrid Sports Car,Electric,Manual,2.8,190
X1,SUV,Diesel,Manual,2.5,89041
X5,SUV,Hybrid,Automatic,3.1,160593
M5,Performance Sedan,Hybrid,Automatic,2.8,51926
i8,Hybrid Sports Car,Hybrid,Automatic,4.2,127203
i3,Electric Hatchback,Electric,Manual,4.7,13488
X1,SUV,Diesel,Automatic,1.9,30104
M5,Performance Sedan,Diesel,Automatic,4.4,103947
X1,SUV,Hybrid,Automatic,4.8,190203
i8,Hybrid Sports Car,Electric,Manual,3.9,23721
3 Series,Sedan,Petrol,Automatic,5,103323
X6,SUV-Coupe,Hybrid,Automatic,2.7,131070
X6,SUV-Coupe,Diesel,Automatic,4.4,28469
i8,Hybrid Sports Car,Petrol,Automatic,3.9,9562
7 Series,Sedan,Electric,Manual,2.6,144332
M5,Performance Sedan,Petrol,Manual,4,186831
X3,SUV,Electric,Automatic,3.3,87827
M5,Performance Sedan,Hybrid,Automatic,2.2,95994
3 Series,Sedan,Electric,Manual,2.1,85280
X3,SUV,Petrol,Manual,4,57030
X5,SUV,Electric,Manual,4,98531
M3,Performance Sedan,Petrol,Automatic,3.4,26091
X3,SUV,Electric,Manual,3.3,194952
X3,SUV,Hybrid,Manual,2.1,131187
5 Series,Sedan,Diesel,Automatic,3,39256
X6,SUV-Coupe,Diesel,Automatic,4.5,31008
X5,SUV,Petrol,Manual,4.5,27177
i8,Hybrid Sports Car,Diesel,Automatic,3.8,145262
5 Series,Sedan,Electric,Automatic,5,109395
X1,SUV,Petrol,Automatic,4.6,174305
X1,SUV,Hybrid,Automatic,2,117050
X3,SUV,Hybrid,Automatic,2.9,18421
X1,SUV,Electric,Automatic,2,122554
5 Series,Sedan,Petrol,Manual,3.1,191000
5 Series,Sedan,Electric,Manual,4.2,194155
i8,Hybrid Sports Car,Petrol,Automatic,2,78798
M5,Performance Sedan,Hybrid,Manual,4.6,49562
5 Series,Sedan,Diesel,Manual,3.5,195057
7 Series,Sedan,Petrol,Manual,4.1,88544
7 Series,Sedan,Hybrid,Manual,1.7,116958
i8,Hybrid Sports Car,Diesel,Manual,1.8,177806
5 Series,Sedan,Petrol,Manual,3.7,22604
X6,SUV-Coupe,Diesel,Manual,4.4,15312
M5,Performance Sedan,Electric,Manual,4.6,129233
3 Series,Sedan,Electric,Automatic,3.9,140639
i8,Hybrid Sports Car,Petrol,Manual,2.2,67019
M3,Performance Sedan,Petrol,Automatic,2.2,78904
3 Series,Sedan,Electric,Automatic,4.6,55040
X1,SUV,Petrol,Automatic,1.9,198343
i3,Electric Hatchback,Petrol,Automatic,3.9,28715
i3,Electric Hatchback,Hybrid,Automatic,3.4,125680
X1,SUV,Hybrid,Automatic,3,195560
i8,Hybrid Sports Car,Electric,Manual,3,30969
i8,Hybrid Sports Car,Electric,Manual,4.8,15181
5 Series,Sedan,Hybrid,Manual,4.5,77903
i3,Electric Hatchback,Electric,Automatic,4.5,86577
X5,SUV,Hybrid,Automatic,2.9,26386
X6,SUV-Coupe,Hybrid,Automatic,1.9,11454
5 Series,Sedan,Hybrid,Automatic,5,189662
5 Series,Sedan,Hybrid,Automatic,2,170468
i3,Electric Hatchback,Diesel,Automatic,3.3,50321
X6,SUV-Coupe,Petrol,Manual,2.4,105613
X3,SUV,Petrol,Manual,3.3,72343
5 Series,Sedan,Petrol,Manual,2.6,187709
M3,Performance Sedan,Electric,Manual,4.6,164417
7 Series,Sedan,Diesel,Automatic,4.9,90061
X5,SUV,Hybrid,Manual,2.9,43703
i8,Hybrid Sports Car,Electric,Automatic,1.7,134400
7 Series,Sedan,Hybrid,Manual,3.8,180852
M5,Performance Sedan,Hybrid,Automatic,2.8,60942
7 Series,Sedan,Hybrid,Manual,5,70520
M5,Performance Sedan,Petrol,Automatic,1.8,14727
X1,SUV,Petrol,Manual,1.9,152476
5 Series,Sedan,Electric,Manual,3.9,47610
3 Series,Sedan,Hybrid,Manual,4.2,174825
i3,Electric Hatchback,Hybrid,Manual,3.1,125784
M3,Performance Sedan,Diesel,Manual,2.5,52034
X1,SUV,Electric,Automatic,2.6,192497
X5,SUV,Petrol,Manual,2.7,19418
X3,SUV,Diesel,Manual,2.3,192151
7 Series,Sedan,Electric,Manual,4.5,187159
7 Series,Sedan,Diesel,Automatic,1.7,159847
3 Series,Sedan,Petrol,Manual,2.9,129154
X5,SUV,Petrol,Automatic,4.1,36288
3 Series,Sedan,Electric,Automatic,1.5,74296
i3,Electric Hatchback,Diesel,Manual,4.6,189766
3 Series,Sedan,Petrol,Automatic,4,163605
X6,SUV-Coupe,Hybrid,Automatic,1.8,135798
i8,Hybrid Sports Car,Petrol,Automatic,4.6,143733
5 Series,Sedan,Diesel,Manual,3.2,38339
7 Series,Sedan,Diesel,Automatic,3.8,125009
5 Series,Sedan,Electric,Manual,4.6,132490
7 Series,Sedan,Petrol,Automatic,4.6,62176
5 Series,Sedan,Hybrid,Automatic,2.9,4202
M3,Performance Sedan,Diesel,Manual,2.3,1640
M3,Performance Sedan,Petrol,Automatic,2.4,6721
M5,Performance Sedan,Petrol,Automatic,4.2,66997
7 Series,Sedan,Diesel,Manual,4.8,198647
M5,Performance Sedan,Electric,Manual,1.8,173576
X3,SUV,Hybrid,Automatic,1.6,122387
X1,SUV,Hybrid,Manual,4.4,29293
X5,SUV,Petrol,Manual,2.9,84744
3 Series,Sedan,Petrol,Manual,2.5,191164
i3,Electric Hatchback,Electric,Automatic,2.2,181134
X5,SUV,Diesel,Automatic,2.7,197180
X3,SUV,Petrol,Automatic,4.9,174843
7 Series,Sedan,Diesel,Manual,4.9,88041
M5,Performance Sedan,Hybrid,Automatic,2.7,172961
5 Series,Sedan,Petrol,Manual,4.9,165503
5 Series,Sedan,Diesel,Automatic,2.5,123627
X1,SUV,Diesel,Manual,4.5,177813
3 Series,Sedan,Diesel,Manual,2.2,144563
X5,SUV,Diesel,Automatic,4.4,95203
5 Series,Sedan,Electric,Manual,2.7,32588
X5,SUV,Petrol,Manual,2.2,15869
7 Series,Sedan,Diesel,Manual,4.8,7337
7 Series,Sedan,Petrol,Manual,2.2,164365
M3,Performance Sedan,Petrol,Automatic,5,98940
7 Series,Sedan,Diesel,Automatic,1.9,132713
X1,SUV,Electric,Manual,1.5,123626
3 Series,Sedan,Electric,Automatic,4.5,185358
i8,Hybrid Sports Car,Hybrid,Automatic,3.6,40992
X3,SUV,Hybrid,Automatic,3,148866
M3,Performance Sedan,Hybrid,Automatic,1.8,194822
7 Series,Sedan,Petrol,Automatic,3.5,92461
M5,Performance Sedan,Hybrid,Automatic,2.9,42024
M5,Performance Sedan,Electric,Manual,3.2,122099
X6,SUV-Coupe,Diesel,Automatic,3.7,169012
M5,Performance Sedan,Electric,Automatic,3.7,33335
i3,Electric Hatchback,Hybrid,Automatic,4.9,33860
X5,SUV,Electric,Automatic,3.8,34276
X5,SUV,Hybrid,Manual,2.7,80129
X6,SUV-Coupe,Diesel,Manual,2.7,197625
M3,Performance Sedan,Hybrid,Automatic,3.2,150833
M3,Performance Sedan,Petrol,Manual,2.4,16508
X6,SUV-Coupe,Electric,Automatic,2.8,185088
X1,SUV,Petrol,Manual,4.4,109161
X1,SUV,Petrol,Manual,4.5,9591
X1,SUV,Petrol,Automatic,3.7,55161
X3,SUV,Hybrid,Manual,3.5,167993
5 Series,Sedan,Hybrid,Manual,3,94265
X5,SUV,Petrol,Manual,3.7,156814
5 Series,Sedan,Diesel,Manual,4.3,106769
5 Series,Sedan,Diesel,Automatic,4.1,130982
X5,SUV,Electric,Manual,1.6,85694
5 Series,Sedan,Electric,Automatic,4.1,169159
M5,Performance Sedan,Electric,Automatic,4,20349
X6,SUV-Coupe,Hybrid,Automatic,1.8,90793
X1,SUV,Hybrid,Manual,2,156224
i3,Electric Hatchback,Hybrid,Automatic,4.3,192837
X6,SUV-Coupe,Hybrid,Automatic,3.5,82678
X6,SUV-Coupe,Hybrid,Manual,4.4,171053
M3,Performance Sedan,Electric,Manual,2.1,167055
X3,SUV,Hybrid,Manual,1.6,108300
3 Series,Sedan,Petrol,Manual,2.1,51077
3 Series,Sedan,Electric,Automatic,3.1,77158
7 Series,Sedan,Hybrid,Manual,3.3,134259
X3,SUV,Electric,Manual,4.5,155036
X6,SUV-Coupe,Hybrid,Manual,4,5249
X6,SUV-Coupe,Electric,Manual,5,85367
5 Series,Sedan,Diesel,Manual,1.8,121136
i8,Hybrid Sports Car,Diesel,Automatic,2,150339
X5,SUV,Hybrid,Manual,1.8,45907
M5,Performance Sedan,Diesel,Manual,3.4,184368
X3,SUV,Diesel,Manual,2.4,194695
M5,Performance Sedan,Petrol,Manual,3.9,14517
i3,Electric Hatchback,Hybrid,Manual,2,141187
i8,Hybrid Sports Car,Hybrid,Automatic,1.9,62070
X5,SUV,Hybrid,Automatic,3.1,44520
7 Series,Sedan,Hybrid,Manual,2.8,147302
3 Series,Sedan,Electric,Manual,4.4,82464
M3,Performance Sedan,Petrol,Automatic,4.4,121353
7 Series,Sedan,Petrol,Manual,1.9,161596
i3,Electric Hatchback,Electric,Automatic,4.3,101990
i3,Electric Hatchback,Hybrid,Manual,3.5,185310
M3,Performance Sedan,Petrol,Automatic,3.3,98156
X6,SUV-Coupe,Diesel,Automatic,1.8,84686
i8,Hybrid Sports Car,Electric,Automatic,4.1,137395
3 Series,Sedan,Diesel,Manual,1.7,26982
5 Series,Sedan,Diesel,Automatic,2.5,38963
X6,SUV-Coupe,Petrol,Automatic,1.8,5203
i3,Electric Hatchback,Diesel,Automatic,3.4,20511
X6,SUV-Coupe,Electric,Automatic,3.8,136575
X3,SUV,Hybrid,Automatic,4.6,69043
i8,Hybrid Sports Car,Petrol,Manual,4.1,185625
i8,Hybrid Sports Car,Hybrid,Manual,4.9,36262
M3,Performance Sedan,Electric,Automatic,4.2,114577
M5,Performance Sedan,Petrol,Automatic,2.5,127210
7 Series,Sedan,Diesel,Automatic,3.4,12349
X6,SUV-Coupe,Diesel,Automatic,3.1,1921
X6,SUV-Coupe,Hybrid,Manual,3.5,13730
i3,Electric Hatchback,Petrol,Manual,3.5,57952
M3,Performance Sedan,Petrol,Manual,4,178287
3 Series,Sedan,Electric,Automatic,1.8,183309
